country,ccode,region,ageBucket,arrival,familyStatus,gender,gpi,hdi,count
Yemen,yem,Western Asia,18-29,8-2018,S,F,3.305,0.452,2
Yemen,yem,Western Asia,18-29,1-2016,F,M,3.399,0.462,4
Yemen,yem,Western Asia,18-29,1-2016,F,F,3.399,0.462,3
Yemen,yem,Western Asia,18-29,1-2016,S,M,3.399,0.462,9
Yemen,yem,Western Asia,18-29,9-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,18-29,9-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,9-2016,S,M,3.399,0.462,16
Yemen,yem,Western Asia,18-29,9-2016,S,F,3.399,0.462,7
Yemen,yem,Western Asia,18-29,7-2016,F,M,3.399,0.462,1
Yemen,yem,Western Asia,18-29,7-2016,F,F,3.399,0.462,2
Yemen,yem,Western Asia,18-29,7-2016,S,M,3.399,0.462,9
Yemen,yem,Western Asia,18-29,7-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,18-29,4-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,18-29,4-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,4-2017,S,M,3.412,0.452,10
Yemen,yem,Western Asia,18-29,4-2017,S,F,3.412,0.452,6
Yemen,yem,Western Asia,18-29,8-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,8-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,8-2015,S,M,2.751,0.483,3
Yemen,yem,Western Asia,18-29,8-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,9-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,18-29,9-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,9-2018,S,M,3.305,0.452,5
Yemen,yem,Western Asia,18-29,9-2018,S,F,3.305,0.452,5
Yemen,yem,Western Asia,18-29,5-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,5-2018,S,M,3.305,0.452,6
Yemen,yem,Western Asia,18-29,5-2018,S,F,3.305,0.452,4
Yemen,yem,Western Asia,18-29,2-2016,F,M,3.399,0.462,3
Yemen,yem,Western Asia,18-29,2-2016,F,F,3.399,0.462,2
Yemen,yem,Western Asia,18-29,2-2016,S,M,3.399,0.462,3
Yemen,yem,Western Asia,18-29,2-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,18-29,1-2017,F,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,1-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,1-2017,S,M,3.412,0.452,2
Yemen,yem,Western Asia,18-29,1-2017,S,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,9-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,18-29,9-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,9-2017,S,M,3.412,0.452,8
Yemen,yem,Western Asia,18-29,9-2017,S,F,3.412,0.452,10
Yemen,yem,Western Asia,18-29,3-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,18-29,3-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,3-2018,S,M,3.305,0.452,8
Yemen,yem,Western Asia,18-29,3-2018,S,F,3.305,0.452,5
Yemen,yem,Western Asia,18-29,8-2017,F,M,3.412,0.452,1
Yemen,yem,Western Asia,18-29,8-2017,F,F,3.412,0.452,1
Yemen,yem,Western Asia,18-29,8-2017,S,M,3.412,0.452,13
Yemen,yem,Western Asia,18-29,8-2017,S,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,12-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,18-29,12-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,18-29,12-2018,S,M,3.305,0.452,4
Yemen,yem,Western Asia,18-29,12-2018,S,F,3.305,0.452,2
Yemen,yem,Western Asia,18-29,10-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,10-2017,S,M,3.412,0.452,7
Yemen,yem,Western Asia,18-29,10-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,12-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,18-29,12-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,12-2017,S,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,12-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,6-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,6-2015,S,M,2.751,0.483,5
Yemen,yem,Western Asia,18-29,6-2015,S,F,2.751,0.483,3
Yemen,yem,Western Asia,18-29,6-2017,F,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,6-2017,F,F,3.412,0.452,5
Yemen,yem,Western Asia,18-29,6-2017,S,M,3.412,0.452,10
Yemen,yem,Western Asia,18-29,6-2017,S,F,3.412,0.452,4
Yemen,yem,Western Asia,18-29,5-2017,F,M,3.412,0.452,7
Yemen,yem,Western Asia,18-29,5-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,5-2017,S,M,3.412,0.452,9
Yemen,yem,Western Asia,18-29,5-2017,S,F,3.412,0.452,5
Yemen,yem,Western Asia,18-29,10-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,18-29,10-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,6-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,18-29,6-2016,F,F,3.399,0.462,2
Yemen,yem,Western Asia,18-29,6-2016,S,M,3.399,0.462,9
Yemen,yem,Western Asia,18-29,6-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,18-29,7-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,18-29,7-2018,S,M,3.305,0.452,13
Yemen,yem,Western Asia,18-29,7-2018,S,F,3.305,0.452,7
Yemen,yem,Western Asia,18-29,4-2016,F,M,3.399,0.462,1
Yemen,yem,Western Asia,18-29,4-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,4-2016,S,M,3.399,0.462,12
Yemen,yem,Western Asia,18-29,4-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,18-29,11-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,11-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,11-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,2-2017,F,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,2-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,2-2017,S,M,3.412,0.452,6
Yemen,yem,Western Asia,18-29,2-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,6-2018,F,M,3.305,0.452,3
Yemen,yem,Western Asia,18-29,6-2018,F,F,3.305,0.452,4
Yemen,yem,Western Asia,18-29,6-2018,S,M,3.305,0.452,9
Yemen,yem,Western Asia,18-29,6-2018,S,F,3.305,0.452,6
Yemen,yem,Western Asia,18-29,2-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,18-29,2-2018,S,M,3.305,0.452,8
Yemen,yem,Western Asia,18-29,2-2018,S,F,3.305,0.452,5
Yemen,yem,Western Asia,18-29,3-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,3-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,3-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,3-2015,S,F,2.751,0.483,4
Yemen,yem,Western Asia,18-29,11-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,18-29,11-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,18-29,11-2018,S,M,3.305,0.452,8
Yemen,yem,Western Asia,18-29,11-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,11-2017,F,M,3.412,0.452,1
Yemen,yem,Western Asia,18-29,11-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,11-2017,S,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,11-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,1-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,18-29,1-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,1-2018,S,M,3.305,0.452,5
Yemen,yem,Western Asia,18-29,1-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,18-29,2-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,18-29,2-2015,F,F,2.751,0.483,2
Yemen,yem,Western Asia,18-29,4-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,18-29,4-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,18-29,4-2018,S,M,3.305,0.452,6
Yemen,yem,Western Asia,18-29,4-2018,S,F,3.305,0.452,3
Yemen,yem,Western Asia,18-29,12-2016,F,M,3.399,0.462,1
Yemen,yem,Western Asia,18-29,12-2016,S,M,3.399,0.462,4
Yemen,yem,Western Asia,18-29,12-2016,S,F,3.399,0.462,3
Yemen,yem,Western Asia,18-29,11-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,11-2016,S,M,3.399,0.462,14
Yemen,yem,Western Asia,18-29,11-2016,S,F,3.399,0.462,4
Yemen,yem,Western Asia,18-29,5-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,5-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,5-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,10-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,18-29,10-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,10-2016,S,M,3.399,0.462,3
Yemen,yem,Western Asia,18-29,10-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,7-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,18-29,7-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,7-2017,S,M,3.412,0.452,4
Yemen,yem,Western Asia,18-29,7-2017,S,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,3-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,18-29,3-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,3-2016,S,M,3.399,0.462,3
Yemen,yem,Western Asia,18-29,3-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,18-29,7-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,18-29,7-2015,S,M,2.751,0.483,3
Yemen,yem,Western Asia,18-29,7-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,18-29,9-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,18-29,9-2015,F,F,2.751,0.483,2
Yemen,yem,Western Asia,18-29,9-2015,S,M,2.751,0.483,2
Yemen,yem,Western Asia,18-29,9-2015,S,F,2.751,0.483,3
Yemen,yem,Western Asia,18-29,1-2015,S,M,2.751,0.483,3
Yemen,yem,Western Asia,18-29,3-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,18-29,3-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,18-29,3-2017,S,M,3.412,0.452,8
Yemen,yem,Western Asia,18-29,3-2017,S,F,3.412,0.452,3
Yemen,yem,Western Asia,18-29,8-2016,F,M,3.399,0.462,1
Yemen,yem,Western Asia,18-29,8-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,18-29,8-2016,S,M,3.399,0.462,11
Yemen,yem,Western Asia,18-29,8-2016,S,F,3.399,0.462,4
Yemen,yem,Western Asia,0-8,5-2016,F,M,3.399,0.462,8
Yemen,yem,Western Asia,0-8,5-2016,F,F,3.399,0.462,7
Yemen,yem,Western Asia,0-8,5-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,6-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,0-8,6-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,0-8,6-2017,S,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,10-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,10-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,8-2018,F,M,3.305,0.452,9
Yemen,yem,Western Asia,0-8,8-2018,F,F,3.305,0.452,5
Yemen,yem,Western Asia,0-8,8-2018,S,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,8-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,1-2016,F,M,3.399,0.462,9
Yemen,yem,Western Asia,0-8,1-2016,F,F,3.399,0.462,3
Yemen,yem,Western Asia,0-8,9-2016,F,M,3.399,0.462,9
Yemen,yem,Western Asia,0-8,9-2016,F,F,3.399,0.462,5
Yemen,yem,Western Asia,0-8,9-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,9-2016,S,F,3.399,0.462,2
Yemen,yem,Western Asia,0-8,7-2016,F,M,3.399,0.462,3
Yemen,yem,Western Asia,0-8,7-2016,F,F,3.399,0.462,3
Yemen,yem,Western Asia,0-8,4-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,4-2017,F,F,3.412,0.452,5
Yemen,yem,Western Asia,0-8,8-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,0-8,9-2018,F,M,3.305,0.452,3
Yemen,yem,Western Asia,0-8,9-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,0-8,9-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,2-2016,F,M,3.399,0.462,4
Yemen,yem,Western Asia,0-8,2-2016,F,F,3.399,0.462,3
Yemen,yem,Western Asia,0-8,2-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,1-2017,F,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,1-2017,F,F,3.412,0.452,1
Yemen,yem,Western Asia,0-8,1-2017,S,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,9-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,0-8,9-2017,S,M,3.412,0.452,4
Yemen,yem,Western Asia,0-8,9-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,0-8,3-2018,F,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,3-2018,S,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,8-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,8-2017,S,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,12-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,0-8,12-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,10-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,10-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,0-8,10-2017,S,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,5-2018,F,M,3.305,0.452,3
Yemen,yem,Western Asia,0-8,5-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,0-8,5-2018,S,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,5-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,11-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,11-2017,S,F,3.412,0.452,3
Yemen,yem,Western Asia,0-8,4-2015,F,M,2.751,0.483,3
Yemen,yem,Western Asia,0-8,5-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,5-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,0-8,5-2017,S,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,10-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,0-8,10-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,0-8,6-2016,F,M,3.399,0.462,9
Yemen,yem,Western Asia,0-8,6-2016,F,F,3.399,0.462,6
Yemen,yem,Western Asia,0-8,6-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,12-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,0-8,12-2017,S,F,3.412,0.452,1
Yemen,yem,Western Asia,0-8,7-2018,F,M,3.305,0.452,3
Yemen,yem,Western Asia,0-8,7-2018,F,F,3.305,0.452,3
Yemen,yem,Western Asia,0-8,7-2018,S,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,4-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,0-8,4-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,4-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,11-2015,F,M,2.751,0.483,3
Yemen,yem,Western Asia,0-8,11-2015,F,F,2.751,0.483,3
Yemen,yem,Western Asia,0-8,2-2017,F,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,2-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,0-8,2-2017,S,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,6-2018,F,M,3.305,0.452,6
Yemen,yem,Western Asia,0-8,6-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,6-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,2-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,0-8,2-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,3-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,0-8,3-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,0-8,11-2018,F,M,3.305,0.452,4
Yemen,yem,Western Asia,0-8,11-2018,F,F,3.305,0.452,1
Yemen,yem,Western Asia,0-8,1-2018,F,M,3.305,0.452,5
Yemen,yem,Western Asia,0-8,1-2018,F,F,3.305,0.452,3
Yemen,yem,Western Asia,0-8,1-2018,S,M,3.305,0.452,1
Yemen,yem,Western Asia,0-8,2-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,0-8,2-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,0-8,4-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,0-8,12-2016,F,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,12-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,11-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,0-8,11-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,11-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,5-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,0-8,5-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,0-8,10-2016,F,M,3.399,0.462,2
Yemen,yem,Western Asia,0-8,10-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,10-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,7-2017,F,M,3.412,0.452,14
Yemen,yem,Western Asia,0-8,7-2017,F,F,3.412,0.452,7
Yemen,yem,Western Asia,0-8,7-2017,S,M,3.412,0.452,1
Yemen,yem,Western Asia,0-8,8-2016,F,M,3.399,0.462,3
Yemen,yem,Western Asia,0-8,8-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,0-8,8-2016,S,M,3.399,0.462,1
Yemen,yem,Western Asia,0-8,7-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,0-8,7-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,0-8,9-2015,F,M,2.751,0.483,2
Yemen,yem,Western Asia,0-8,9-2015,F,F,2.751,0.483,4
Yemen,yem,Western Asia,0-8,3-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,0-8,3-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,0-8,3-2017,S,F,3.412,0.452,1
Yemen,yem,Western Asia,0-8,3-2016,F,M,3.399,0.462,3
Yemen,yem,Western Asia,0-8,3-2016,F,F,3.399,0.462,1
Yemen,yem,Western Asia,30-49,5-2016,F,M,3.399,0.462,11
Yemen,yem,Western Asia,30-49,5-2016,F,F,3.399,0.462,8
Yemen,yem,Western Asia,30-49,5-2016,S,M,3.399,0.462,2
Yemen,yem,Western Asia,30-49,5-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,30-49,4-2015,F,M,2.751,0.483,3
Yemen,yem,Western Asia,30-49,4-2015,F,F,2.751,0.483,3
Yemen,yem,Western Asia,30-49,4-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,30-49,12-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,30-49,10-2018,F,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,10-2018,F,F,3.305,0.452,3
Yemen,yem,Western Asia,30-49,10-2018,S,M,3.305,0.452,6
Yemen,yem,Western Asia,30-49,10-2018,S,F,3.305,0.452,4
Yemen,yem,Western Asia,30-49,8-2018,F,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,8-2018,F,F,3.305,0.452,4
Yemen,yem,Western Asia,30-49,8-2018,S,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,8-2018,S,F,3.305,0.452,6
Yemen,yem,Western Asia,30-49,1-2016,F,M,3.399,0.462,4
Yemen,yem,Western Asia,30-49,1-2016,F,F,3.399,0.462,3
Yemen,yem,Western Asia,30-49,1-2016,S,M,3.399,0.462,4
Yemen,yem,Western Asia,30-49,1-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,30-49,9-2016,F,M,3.399,0.462,8
Yemen,yem,Western Asia,30-49,9-2016,F,F,3.399,0.462,8
Yemen,yem,Western Asia,30-49,9-2016,S,M,3.399,0.462,9
Yemen,yem,Western Asia,30-49,9-2016,S,F,3.399,0.462,2
Yemen,yem,Western Asia,30-49,7-2016,F,M,3.399,0.462,7
Yemen,yem,Western Asia,30-49,7-2016,F,F,3.399,0.462,6
Yemen,yem,Western Asia,30-49,7-2016,S,M,3.399,0.462,8
Yemen,yem,Western Asia,30-49,7-2016,S,F,3.399,0.462,6
Yemen,yem,Western Asia,30-49,4-2017,F,M,3.412,0.452,6
Yemen,yem,Western Asia,30-49,4-2017,F,F,3.412,0.452,5
Yemen,yem,Western Asia,30-49,4-2017,S,M,3.412,0.452,9
Yemen,yem,Western Asia,30-49,4-2017,S,F,3.412,0.452,1
Yemen,yem,Western Asia,30-49,11-2018,F,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,11-2018,F,F,3.305,0.452,5
Yemen,yem,Western Asia,30-49,11-2018,S,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,11-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,30-49,9-2018,F,M,3.305,0.452,7
Yemen,yem,Western Asia,30-49,9-2018,F,F,3.305,0.452,4
Yemen,yem,Western Asia,30-49,9-2018,S,M,3.305,0.452,2
Yemen,yem,Western Asia,30-49,9-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,30-49,2-2016,F,M,3.399,0.462,5
Yemen,yem,Western Asia,30-49,2-2016,F,F,3.399,0.462,2
Yemen,yem,Western Asia,30-49,2-2016,S,M,3.399,0.462,4
Yemen,yem,Western Asia,30-49,2-2016,S,F,3.399,0.462,1
Yemen,yem,Western Asia,30-49,1-2017,F,M,3.412,0.452,1
Yemen,yem,Western Asia,30-49,1-2017,F,F,3.412,0.452,1
Yemen,yem,Western Asia,30-49,1-2017,S,M,3.412,0.452,6
Yemen,yem,Western Asia,30-49,1-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,30-49,9-2017,F,M,3.412,0.452,5
Yemen,yem,Western Asia,30-49,9-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,30-49,9-2017,S,M,3.412,0.452,5
Yemen,yem,Western Asia,30-49,9-2017,S,F,3.412,0.452,2
Yemen,yem,Western Asia,30-49,3-2018,F,M,3.305,0.452,4
Yemen,yem,Western Asia,30-49,3-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,30-49,3-2018,S,M,3.305,0.452,9
Yemen,yem,Western Asia,30-49,8-2017,F,M,3.412,0.452,4
Yemen,yem,Western Asia,30-49,8-2017,F,F,3.412,0.452,6
Yemen,yem,Western Asia,30-49,8-2017,S,M,3.412,0.452,13
Yemen,yem,Western Asia,30-49,8-2017,S,F,3.412,0.452,4
Yemen,yem,Western Asia,30-49,12-2018,F,M,3.305,0.452,3
Yemen,yem,Western Asia,30-49,12-2018,F,F,3.305,0.452,2
Yemen,yem,Western Asia,30-49,12-2018,S,F,3.305,0.452,1
Yemen,yem,Western Asia,30-49,10-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,30-49,10-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,30-49,10-2017,S,M,3.412,0.452,6
Yemen,yem,Western Asia,30-49,10-2017,S,F,3.412,0.452,8
Yemen,yem,Western Asia,30-49,5-2018,F,M,3.305,0.452,2
Yemen,yem,Western Asia,30-49,5-2018,S,M,3.305,0.452,6
Yemen,yem,Western Asia,30-49,5-2018,S,F,3.305,0.452,2
Yemen,yem,Western Asia,30-49,6-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,30-49,6-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,30-49,6-2015,S,M,2.751,0.483,2
Yemen,yem,Western Asia,30-49,6-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,30-49,6-2017,F,M,3.412,0.452,11
Yemen,yem,Western Asia,30-49,6-2017,F,F,3.412,0.452,6
Yemen,yem,Western Asia,30-49,6-2017,S,M,3.412,0.452,9
Yemen,yem,Western Asia,30-49,6-2017,S,F,3.412,0.452,5
Yemen,yem,Western Asia,30-49,5-2017,F,F,3.412,0.452,4
Yemen,yem,Western Asia,30-49,5-2017,S,M,3.412,0.452,6
Yemen,yem,Western Asia,30-49,5-2017,S,F,3.412,0.452,4
Yemen,yem,Western Asia,30-49,10-2015,F,F,2.751,0.483,1
Yemen,yem,Western Asia,30-49,10-2015,S,M,2.751,0.483,1
Yemen,yem,Western Asia,30-49,10-2015,S,F,2.751,0.483,1
Yemen,yem,Western Asia,30-49,6-2016,F,M,3.399,0.462,8
Yemen,yem,Western Asia,30-49,6-2016,F,F,3.399,0.462,6
Yemen,yem,Western Asia,30-49,6-2016,S,M,3.399,0.462,7
Yemen,yem,Western Asia,30-49,6-2016,S,F,3.399,0.462,7
Yemen,yem,Western Asia,30-49,12-2017,F,M,3.412,0.452,3
Yemen,yem,Western Asia,30-49,12-2017,F,F,3.412,0.452,3
Yemen,yem,Western Asia,30-49,12-2017,S,M,3.412,0.452,4
Yemen,yem,Western Asia,30-49,12-2017,S,F,3.412,0.452,6
Yemen,yem,Western Asia,30-49,7-2018,F,M,3.305,0.452,6
Yemen,yem,Western Asia,30-49,7-2018,F,F,3.305,0.452,6
Yemen,yem,Western Asia,30-49,7-2018,S,M,3.305,0.452,7
Yemen,yem,Western Asia,30-49,7-2018,S,F,3.305,0.452,4
Yemen,yem,Western Asia,30-49,4-2016,F,M,3.399,0.462,3
Yemen,yem,Western Asia,30-49,4-2016,F,F,3.399,0.462,5
Yemen,yem,Western Asia,30-49,4-2016,S,M,3.399,0.462,9
Yemen,yem,Western Asia,30-49,4-2016,S,F,3.399,0.462,3
Yemen,yem,Western Asia,30-49,11-2015,F,M,2.751,0.483,1
Yemen,yem,Western Asia,30-49,11-2015,F,F,2.751,0.483,2
Yemen,yem,Western Asia,30-49,11-2015,S,M,2.751,0.483,3
Yemen,yem,Western Asia,30-49,2-2017,F,M,3.412,0.452,2
Yemen,yem,Western Asia,30-49,2-2017,F,F,3.412,0.452,2
Yemen,yem,Western Asia,30-49,2-2017,S,M,3.412,0.452,5
Yemen,yem,Western Asia,30-49,2-2017,S,F,3.412,0.452,7
Yemen,yem,Western Asia,30-49,6-2018,F,M,3.305,0.452,4
Yemen,yem,Western Asia,30-49,6-2018,F,F,3.305,0.452,3
Yemen,yem,Western Asia,30-49,6-2018,S,M,3.305,0.452,5
Yemen,yem,Western Asia,30-49,6-2018,S,F,3.305,0.452,2
